movieid,title,year,director,actor1,actor2,actor3,actor4,actor5,plot
1258,"Shining, The",1980,Stanley Kubrick,Jack Nicholson,Shelley Duvall,Danny Lloyd,Scatman Crothers,Lia Beldam,"Jack Torrance (Jack Nicholson) becomes winter caretaker at the isolated Overlook Hotel in Colorado, hoping to cure his writer's block. He settles in along with his wife, Wendy (Shelley Duvall), and his son, Danny (Danny Lloyd), who is plagued by psychic premonitions. As Jack's writing goes nowhere and Danny's visions become more disturbing, Jack discovers the hotel's dark secrets and begins to unravel into a homicidal maniac hell-bent on terrorizing his family.â€?Â More"
5349,Spider-Man,2002,Sam Raimi,Tobey Maguire,Kirsten Dunst,James Franco,Willem Dafoe,J. K. Simmons,"Peter Parker, a shy high school student, is often bullied by people. His life changes when he is bitten by a genetically altered spider and gains superpowers."
2918,Ferris Bueller's Day Off,1986,John Hughes,Matthew Broderick,Mia Sara,Alan Ruck,Charlie Sheen,Jennifer Grey,"Street-smart Ferris knows all the tricks. Determined to enjoy a day off from school with his friends, Ferris uses his bag of tricks to baffle the ever suspicious dean of students."
2329,American History X,1998,Tony Kaye,Edward Norton,Edward Furlong,Fairuza Balk,Beverly D'Angelo,Ethan Suplee,A former neo-nazi skinhead tries to prevent his younger brother from going down the same wrong path that he did after he was sent to prison for three years.
2706,American Pie,1999,,Jason Biggs,Tara Reid,Seann William Scott,Alyson Hannigan,Shannon Elizabeth,"In a bid to end their misfortune with women, four friends, Jim, Oz, Finch and Kevin, try every trick in the book to ensure that they lose their virginity before prom night."
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,Stanley Kubrick,Peter Sellers,George C. Scott,Slim Pickens,Sterling Hayden,James Earl Jones,"An American Brigadier puts the world on the verge of a nuclear catastrophe, when he deploys a B-52 bomber on the Russians, without informing his superiors."
339,While You Were Sleeping,1995,Jon Turteltaub,Sandra Bullock,Bill Pullman,Peter Gallagher,Glynis Johns,Peter Boyle,"When Lucy, a token collector, saves passenger Peter's life, she is mistaken for his fiancee by his family. While Peter is in a coma, things complicate as Lucy begins to fall in love with his brother."
1208,Apocalypse Now,1979,Francis Ford Coppola,Marlon Brando,Martin Sheen,Robert Duvall,Laurence Fishburne,Harrison Ford,Captain Willard is sent to Cambodia on a dangerous mission to assassinate a renegade colonel who has won the trust of a local tribe.
3114,Toy Story 2,1999,,Sheriff Woody,Jessie,Buzz Lightyear,Zurg,Stinky Pete,"When Woody is toy-napped by a greedy toy collector and is nowhere to be found, Buzz and his friends set out to rescue him. But Woody too is tempted by the idea of becoming immortal in a museum."
7361,Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,Jim Carrey,Kate Winslet,Kirsten Dunst,Mark Ruffalo,Elijah Wood,"Joel and Clementine begin a relationship post a train journey together, unaware that they had previously been in a relationship-gone-sour, memories of which were clinically erased."
1393,Jerry Maguire,1996,Cameron Crowe,Tom Cruise,RenÃ©e Zellweger,Cuba Gooding Jr.,Jonathan Lipnicki,Jerry O'Connell,"Fired from his job for exposing the alleged illegal practices that exist in his profession, sports agent Jerry Maguire starts his own agency. But he manages to find only one client."
2,Jumanji,1995,Joe Johnston,Robin Williams,Kirsten Dunst,Bradley Pierce,Bonnie Hunt,Jonathan Hyde,"Two kids come across a magical board game. While playing it, they release Alan, an adult trapped in the game. They encounter various dangers which will come to an end only when the game is completed."
1387,Jaws,1975,Steven Spielberg,Richard Dreyfuss,Robert Shaw,Roy Scheider,Peter Benchley,Lorraine Gary,"A police chief, a marine scientist and a fisherman spring into action after a white shark terrorises the inhabitants of Amity, a quiet island."
95,Broken Arrow,1996,John Woo,John Travolta,Christian Slater,Samantha Mathis,Howie Long,Delroy Lindo,A pilot holds the US government to ransom by stealing a nuclear warhead and threatening to detonate it in a major city.
1517,Austin Powers: International Man of Mystery,1997,Jay Roach,Mike Myers,Elizabeth Hurley,Robert Wagner,Seth Green,Michael York,"Austin Powers, a cryogenically frozen British spy from 1960s, is thawed and reinstated when his arch nemesis Dr. Evil returns from space and terrorizes earth with his evil schemes."
141,"Birdcage, The",1996,Mike Nichols,Robin Williams,Nathan Lane,Gene Hackman,Hank Azaria,Dianne Wiest,Armand and Albert have built the perfect life for themselves tending to their gaudy Miami nightclub. But their pastel harmony is shaken when Armand's son decides to marry Senator Keele's daughter.
4995,"Beautiful Mind, A",2001,,,,,,,
1222,Full Metal Jacket,1987,Stanley Kubrick,R. Lee Ermey,Vincent D'Onofrio,Matthew Modine,Adam Baldwin,Arliss Howard,"Stanley Kubrick's take on the Vietnam War follows smart-aleck Private Davis (Matthew Modine), quickly christened ""Joker"" by his foul-mouthed drill sergeant (R. Lee Ermey), and pudgy Private Lawrence (Vincent D'Onofrio), nicknamed ""Gomer Pyle,"" as they endure the rigors of basic training. Though Pyle takes a frightening detour, Joker graduates to the Marine Corps and is sent to Vietnam as a journalist, covering -- and eventually participating in -- the bloody Battle of HuÃ©.â€?Â More"
1307,When Harry Met Sally...,1989,Rob Reiner,Meg Ryan,Billy Crystal,Carrie Fisher,Bruno Kirby,Estelle Reiner,"Two young graduates meet and their friendship culminates into a close bond. However, in their search of love, they keep ending up with each other and must face their true feelings."
6874,Kill Bill: Vol. 1,2003,Quentin Tarantino,Uma Thurman,Lucy Liu,David Carradine,Daryl Hannah,Chiaki Kuriyama,"A pregnant woman, codenamed the Bride, goes into coma after she is brutally attacked by her former boss Bill. Four years later, she sets out to seek revenge on Bill and his associates."
2987,Who Framed Roger Rabbit?,1988,Robert Zemeckis,Bob Hoskins,Christopher Lloyd,Charles Fleischer,Joanna Cassidy,Kathleen Turner,"Toon Roger suspects his wife and hires a detective, Eddie Valiant. But when studio owner Marvin Acme is found dead, all fingers point at Roger."
1784,As Good as It Gets,1997,James L. Brooks,Jack Nicholson,Helen Hunt,Greg Kinnear,Cuba Gooding Jr.,Skeet Ulrich,"Melvin, a rude, obsessive-compulsive writer is forced to take care of his neighbour's dog. With time, he begins to bond with the dog and also falls in love with Carol, a waitress at a local eatery."
25,Leaving Las Vegas,1995,Mike Figgis,Nicolas Cage,Elisabeth Shue,Julian Sands,Valeria Golino,Richard Lewis,"Adapted from the novel by John O'Brien, this acclaimed drama follows alcoholic screenwriter Ben Sanderson (Nicolas Cage) as he drinks himself into oblivion in Las Vegas. When Ben meets the beautiful prostitute Sera (Elisabeth Shue), they strike up an unconventional relationship -- one where she can't ask him to curb his drinking, and he can't fault her for her job. Though they offer each other support, Ben's self-destruction threatens to eclipse their bond.â€?Â More"
2291,Edward Scissorhands,1990,Tim Burton,Johnny Depp,Winona Ryder,Anthony Michael Hall,Dianne Wiest,Vincent Price,"Edward, a synthetic man with scissor hands, is taken in by Peg, a kindly Avon lady, after the passing of his inventor. Things take a turn for the worse when he is blamed for a crime he did not commit."
1610,"Hunt for Red October, The",1990,John McTiernan,Sean Connery,Alec Baldwin,Scott Glenn,Sam Neill,James Earl Jones,CIA analyst Jack Ryan thinks Soviet nuclear submarine commander Captain Marko Ramius is planning to defect but only has a few hours to find him and the submarine.
2115,Indiana Jones and the Temple of Doom,1984,Steven Spielberg,Harrison Ford,Kate Capshaw,Jonathan Ke Quan,Amrish Puri,Dan Aykroyd,"Legendary archaeologist Indiana Jones is on his new adventure. This time he's in an Indian village where evil spirits have abducted all the children post the disappearance of a sacred, precious stone."
1968,"Breakfast Club, The",1985,John Hughes,Molly Ringwald,Judd Nelson,Ally Sheedy,Anthony Michael Hall,Emilio Estevez,"Five high school students from different walks of life endure a Saturday detention under a power-hungry principal (Paul Gleason). The disparate group includes rebel John (Judd Nelson), princess Claire (Molly Ringwald), outcast Allison (Ally Sheedy), brainy Brian (Anthony Michael Hall) and Andrew (Emilio Estevez), the jock. Each has a chance to tell his or her story, making the others see them a little differently -- and when the day ends, they question whether school will ever be the same.â€?Â More"
1917,Armageddon,1998,Michael Bay,Bruce Willis,Liv Tyler,Ben Affleck,Michael Clarke Duncan,Steve Buscemi,NASA astronauts observe that a large asteroid will hit earth in the next eighteen days and destroy life. They also realise that their hunger for survival solely relies on one man who can save them.
3147,"Green Mile, The",1999,Frank Darabont,Michael Clarke Duncan,Tom Hanks,Doug Hutchison,David Morse,Sam Rockwell,"Paul Edgecomb, the head guard of a prison, meets a new inmate, John Coffey, who is accused of murdering two girls. His life changes drastically when he discovers that John has a special gift."
19,Ace Ventura: When Nature Calls,1995,Steve Oedekerk,Jim Carrey,Ian McNeice,Sophie Okonedo,Simon Callow,Tommy Davidson,"Pet detective Ace Ventura comes out of retirement to investigate the disappearance of a rare white bat, the symbol of an African tribe. Needless to say, when Ace gets involved, all hell breaks loose."
36,Dead Man Walking,1995,Tim Robbins,Susan Sarandon,Sean Penn,Robert Prosky,Raymond J. Barry,R. Lee Ermey,"Honouring the request of a desperate man, Sister Helen Prejean writes to the condemned killer of two teenage lovers, and is wholly unprepared for the relationship that develops."
1259,Stand by Me,1986,Rob Reiner,River Phoenix,Wil Wheaton,Corey Feldman,Jerry O'Connell,Kiefer Sutherland,"Four friends, Gordie, Chris, Teddy and Vern, decide to go hiking in order to find the dead body of Ray Brower, a local teenager who was hit by a train while plucking blueberries in the wild."
2916,Total Recall,1990,Paul Verhoeven,Arnold Schwarzenegger,Sharon Stone,Rachel Ticotin,Michael Ironside,Ronny Cox,Douglas Quaid tries to find the reason behind his recurring dream about Mars. He soon learns that a false memory has been planted into his brain and the people responsible for this want him dead.
1732,"Big Lebowski, The",1998,,Jeff Bridges,John Goodman,Julianne Moore,Steve Buscemi,John Turturro,"Two goons mistake 'the Dude' Lebowski for a millionaire Lebowski and urinate on his rug. Trying to recompense his rug from the wealthy Lebowski, he gets entwined in an intricate kidnapping case."
17,Sense and Sensibility,1995,Ang Lee,Alan Rickman,Emma Thompson,Kate Winslet,Hugh Grant,Greg Wise,"After the death of their father, three daughters are left in poverty. The eldest two, who are polar opposites, deal with love, romance and heartbreak."
300,Quiz Show,1994,Robert Redford,Ralph Fiennes,John Turturro,Rob Morrow,Paul Scofield,David Paymer,"Lawyer Richard Goodwin discovers that 'Twenty-One', a big-money TV quiz show, is rigged and decides to expose the team behind the show."
1080,Monty Python's Life of Brian,1979,Terry Jones,Terry Jones,John Cleese,Eric Idle,Graham Chapman,Michael Palin,"Brian Cohen (Graham Chapman) is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother (Terry Jones), the hapless Brian has to contend with the pompous Pontius Pilate (Michael Palin) and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.â€?Â More"
1225,Amadeus,1984,MiloÅ¡ Forman,Tom Hulce,F. Murray Abraham,Elizabeth Berridge,Jeffrey Jones,Simon Callow,"Antonio Salieri envies Mozart whom he believes to be a great musician. Having come to the conclusion that Mozart receives divine assistance in his compositions, Salieri turns against God."
1246,Dead Poets Society,1989,Peter Weir,Robin Williams,Ethan Hawke,Robert Sean Leonard,Josh Charles,Gale Hansen,An unconventional English teacher encourages his prep school students to put their individuality before norms and follow their own dreams.
551,"Nightmare Before Christmas, The",1993,Henry Selick,Jack Skellington,Oogie Boogie,Santa Claus,Harlequin Demon,Clown with the Tear Away Face,"Jack Skellington, a being from Halloween Town, finds Christmas Town and is instantly enchanted. The situation becomes riveting when his obsession with Christmas leads him to abduct Santa Claus."
2355,"Bug's Life, A",1998,,John Lasseter,Kevin Spacey,Hayden Panettiere,Dave Foley,Andrew Stanton,Flik leads an army of ants against a group of grasshoppers who bully them. He also enlists the help of a troop of bugs to help him.
58559,"Dark Knight, The",2008,Christopher Nolan,Heath Ledger,Christian Bale,Michael Caine,Gary Oldman,Morgan Freeman,"Batman has a new foe, the Joker, who is an accomplished criminal hell-bent on decimating Gotham City. Together with Gordon and Harvey Dent, Batman struggles to thwart the Joker before it is too late."
1101,Top Gun,1986,Tony Scott,Tom Cruise,Kelly McGillis,Val Kilmer,Anthony Edwards,Tom Skerritt,"After losing his friend, top pilot Maverick is given a second chance to redeem himself. He struggles to be at his best and also gets romantically involved with his civilian instructor Charlie."
